Location,Production,Startup,Lat,Unnamed: 5, Lat, Lng,Unnamed: 3
Stalden,185.0,1965.0,,,46.2331036,7.870670499999999,
"Mossjesee, Zermatt",0.43,2015.0,,,,,
Zermatt,11.3,2002.0,,,46.0207133,7.749117000000001,
Zermatt,3.4,1949.0,,,46.0207133,7.749117000000001,
"Zermatt, Alterhaupt",2.23,1930.0,,,,,
Täsch,1.65,1992.0,,,,,
St. Niklaus,4.7,2015.0,,,46.176233200000006,7.804591699999999,
"Eisten, VS",1.0,2014.0,,,,,
"Törbel, Gappil",0.49,2010.0,,,,,
"Stalden, Riedji",0.59,1929.0,,,,,
"Stalden, Ackersand",29.2,1909.0,,,,,
"Stalden, Ackersand",64.4,1959.0,,,,,
"Vispenterminen, Chrizji",3.0,2018.0,,,,,
"Vispenterminen, Stundhüs",2.32,2018.0,,,,,
Baltschieder,0.33,1994.0,,,46.308,7.863670000000001,
Tscherggen,0.5,2000.0,,,46.783333,9.664444,
Unterbäch,1.3,2010.0,,,,,
Unterbäch,0.85,1966.0,,,,,
Eischoll,0.98,2014.0,,,46.29327,7.780620000000001,
Raron,1.06,2007.0,,,46.309006700000005,7.800160000000001,
"Niedergesteln, Turtig",0.55,2009.0,,,,,
Niedergesteln,0.33,2008.0,,,46.313723700000004,7.781042599999998,
Niedergesteln,0.58,2008.0,,,46.313723700000004,7.781042599999998,
Blatten,1.25,2012.0,,,46.4201048,7.8199932,
Blatten,0.45,1915.0,,,46.4201048,7.8199932,
Wiler (Lötschen),1.4,2010.0,,,,,
Ferden,0.99,2013.0,,,46.3939824,7.759474599999999,
Steg-Hohtenn,122.0,1976.0,,,46.313943200000004,7.751228800000002,
Oberems,0.75,2009.0,,,46.281652,7.695524400000001,
Oberems,8.2,1926.0,,,46.281652,7.695524400000001,
"Oberems, Meretschialp",0.0,1926.0,,,,,
"Turtmann, Müllacheren",23.9,1925.0,,,,,
"Dalaloch, Leuk-Stadt",13.0,1909.0,,,,,
Chippis,47.84,1911.0,,,46.279507200000005,7.541926899999999,
Chippis,52.0,1908.0,,,46.279507200000005,7.541926899999999,
"Grimentz-Lona, Val de Moiry",1.05,1961.0,,,,,
"Ayer, Mottec",71.0,1958.0,,,,,
"Ayer, Vissoie",50.0,1958.0,,,,,
"Ayer, Vissoie",0.68,1958.0,,,,,
Croix / Ayent,66.0,1957.0,,,46.3107748,7.4252553999999975,
Chamarin / Ayent,1.9,1957.0,,,46.2765711,7.405814599999999,
"Crans-Montana, R. Bourgeoisie",1.05,2017.0,,,,,
Icogne,2.0,2012.0,,,46.290802,7.4381663,
"St-Léonard, Mangol",36.0,1956.0,,,,,
St. Léonard,0.72,1907.0,,,,,
"Hérémence, Sauterot",5.1,1977.0,,,,,
Hérémence,0.6,2012.0,,,,,
Bramois,25.2,1915.0,,,46.233417200000005,7.4056447,
Bramois,0.43,1953.0,,,46.233417200000005,7.4056447,
Sion,150.0,1934.0,,,46.2331221,7.360625999999999,
"Siviez, Cleuson",0.0,1950.0,,,,,
Savièse,0.46,2004.0,,,,,
Savièse,0.58,2015.0,,,,,
Savièse,0.33,2001.0,,,,,
Arbaz,0.59,2010.0,,,46.2717615,7.3810394000000015,
"Vétroz, Péteille",0.73,2015.0,,,,,
Ardon,52.0,1960.0,,,46.2097412,7.257228599999999,
Balavaud / Ardon,0.48,1971.0,,,46.217467,7.2622800000000005,
Stafel,0.0,1961.0,,,46.0058456,7.6860887,
Z'Mutt,0.0,1965.0,,,46.0064719,7.717241500000001,
Ferpècle,0.0,1964.0,,,,,
Arolla,0.0,1963.0,,,46.0233657,7.481790500000002,
Riddes,1285.0,1999.0,,,46.173143700000004,7.2225148999999975,
Riddes,392.0,1960.0,,,46.173143700000004,7.2225148999999975,
Riddes,0.65,2016.0,,,46.173143700000004,7.2225148999999975,
Fionnay,306.0,1957.0,,,46.03286,7.307699999999999,
Fionnay,140.0,1958.0,,,46.03286,7.307699999999999,
Isérables,0.35,2005.0,,,,,
"Les Pontets, Riddes",0.45,2014.0,,,,,
"Riddes, Pied du Mont",0.31,1942.0,,,,,
"Fionnay, Mauvoisin",30.0,1964.0,,,,,
"Riddes, Ecône",258.0,1956.0,,,,,
Leytron,0.47,2013.0,,,46.186629700000005,7.208701500000001,
Fully,5.5,1915.0,,,46.1385386,7.1181106,
Fully,2.13,2017.0,,,46.1385386,7.1181106,
"Fully, Les Garettes",0.87,2017.0,,,,,
"Lac-Devant, Sorniot",0.0,1915.0,,,,,
Champsec,8.7,1930.0,,,46.05710999999999,7.2429700000000015,
"Le Châble, Bagnes",0.4,1993.0,,,,,
"Bagnes, Profray",2.3,2017.0,,,,,
Pas-du Lein,0.47,1998.0,,,46.1107393,7.1592807,
Vollèges,0.9,2009.0,,,,,
L'Hospitalet,1.47,1963.0,,,41.3661865,2.1164942000000004,
"Bourg-St-Pierre, La Delise",2.0,2016.0,,,,,
Liddes,33.4,1958.0,,,45.9919529,7.185819599999999,
"Le Niollet, Champex",0.32,1947.0,,,,,
Orsières,1.2,1996.0,,,,,
Orsières,26.4,1931.0,,,,,
Pt. de la Tsi / Liddes,0.0,1943.0,,,45.9919529,7.185819599999999,
"Sembrancher, Les Moulins",11.0,1929.0,,,,,
Martigny-Bourg,22.0,1908.0,,,46.09243499999999,7.068478999999999,
Martigny-Combe,0.93,1981.0,,,46.083195,7.0487069,
Le Châtelard,1.0,1929.0,,,46.6774396,6.9779855999999985,
Le Châtelard,112.0,1923.0,,,46.6774396,6.9779855999999985,
Vallorcine,260.5,1978.0,,,46.033505,6.931817,
Vallorcine,0.0,1978.0,,,46.033505,6.931817,
Finhaut,900.0,2018.0,,,46.08337,6.97688,
"Salvan, Alpage de Barberine",0.0,1978.0,,,,,
Vernayaz,92.0,1927.0,,,46.13465,7.03959,
Vernayaz,0.46,2013.0,,,46.13465,7.03959,
Vernayaz,1.7,2016.0,,,46.13465,7.03959,
Martigny,170.0,1978.0,,,46.104979799999995,7.0755333999999985,
"Vernayaz, Miéville",70.0,1950.0,,,,,
Giétroz du Fond,0.0,1965.0,,,,,
Clusanfe,0.0,1950.0,,,46.818188,8.227511999999999,
Collonges,3.3,1981.0,,,46.169781,7.033227,
"Evionnaz, La Rasse",0.72,1998.0,,,,,
Lavey,90.0,1950.0,,,46.2207033,7.014481699999998,
La Peuffeyre,24.0,1927.0,,,46.2670446,7.057516000000001,
Bex,8.0,1898.0,,,46.24998470000001,7.014266399999999,
Bex,2.61,1911.0,,,46.24998470000001,7.014266399999999,
Le Bevieux,1.9,1943.0,,,46.260979999999996,7.0293600000000005,
"Etrivouez, Grand Paradis",0.97,1901.0,,,,,
"La Frassenaye, Val d'Jlliez",0.92,2005.0,,,,,
Monthey,13.6,1910.0,,,46.252187299999996,6.9469598,
Monthey,0.4,1992.0,,,46.252187299999996,6.9469598,
"Monthey, Les Nants",9.8,1963.0,,,,,
"Vionnaz, Beffeux",0.42,2014.0,,,,,
"Les Diablerets, Le Plan",5.4,1957.0,,,,,
"Ormont-Dessous, Le Pont",10.6,1913.0,,,,,
"Ormont - Dessous, Le Pont",0.39,2013.0,,,,,
"Aigle, En la Douve",0.46,1989.0,,,,,
"Fontanney, Les Farettes",20.3,1906.0,,,,,
"Les Farettes, Aigle",0.33,1997.0,,,,,
"Vouvry, Haut du Village",8.0,1902.0,,,,,
"Saint-Gingolph, Vignolles",0.35,2009.0,,,,,
"Veytaux, Chillon",420.0,1972.0,,,,,
"Montreux, Sonzier",1.65,1901.0,,,,,
"Les Planches, Taulan",1.2,1887.0,,,,,
Rivaz,0.73,2014.0,,,46.4764133,6.7786130999999985,
Aubonne,10.7,1896.0,,,46.495329100000006,6.3918325,
Lavigny,3.31,2008.0,,,46.5012496,6.404400799999999,
Genève,8.7,1994.0,,,,,
"Veyrier, Iles de Vessy",0.32,1867.0,,,,,
Russin,102.8,1943.0,,,46.1880652,6.013571900000001,
Avully / Chancy,54.0,1925.0,,,,,
Challex,0.48,2013.0,,,46.181175,5.972054,
"Les Brenets, La Rançonnière",1.6,1890.0,,,,,
Les Planchettes,1.0,2005.0,,,47.1064515,6.770286199999998,
Les Planchettes,31.6,1953.0,,,47.1064515,6.770286199999998,
Echelles de la Mort,12.0,1909.0,,,47.1862418,6.8721628,
Le Noirmont,5.6,1894.0,,,47.2256223,6.957211599999999,
"Bedretto, Ossasco",1.27,2012.0,,,,,
Motti della Bolla,1.93,1991.0,,,46.818188,8.227511999999999,
Airolo,60.0,1947.0,,,46.5286074,8.612374599999999,
Cap.dei Morti,0.0,1947.0,,,46.818188,8.227511999999999,
"Airolo, Launc",3.6,1922.0,,,,,
Piotta,44.0,1920.0,,,46.513290000000005,8.67487,
Piotta,14.0,1968.0,,,46.513290000000005,8.67487,
Rodi-Fiesso,10.0,1925.0,,,46.49073,8.73758,
"Prato Leventina, P. di Masc.",0.31,2008.0,,,,,
Faido,2.0,1950.0,,,46.47821769999999,8.8009636,
Dalpe,1.0,2000.0,,,46.4773556,8.7728337,
"Lavorgo, Nivo di Chironico",72.9,1932.0,,,,,
Chironico,2.9,1907.0,,,46.42215039999999,8.8436177,
Personico,141.0,1966.0,,,46.3711388,8.9187102,
Ghirone,20.0,1963.0,,,46.57018,8.94309,
Olivone,102.0,1962.0,,,46.533333,8.95,
Biasca,324.0,1959.0,,,46.3580008,8.9704651,
"Mesocco, Spina",20.9,1962.0,,,,,
"Mesocco, Spina",4.2,1963.0,,,,,
"Mesocco, Camou",0.35,2010.0,,,,,
Soazza,83.0,1961.0,,,46.36493489999999,9.2243119,
"Lostallo, Rura",25.0,1958.0,,,,,
Piani di Verdabbio,0.3,1957.0,,,46.283607200000006,9.1732325,
"Grono, Oltra",37.5,1965.0,,,,,
Roveredo,20.8,1951.0,,,46.23435019999999,9.1288093,
Giubiasco,0.31,2017.0,,,46.172106,9.0103933,
Giubiasco,15.5,1903.0,,,46.172106,9.0103933,
Gordola,132.5,1965.0,,,46.1809063,8.8608089,
Tenero,4.25,1972.0,,,46.180463200000005,8.8490614,
Piano di Peccia,54.0,1955.0,,,46.415,8.60759,
Piano di Peccia,0.98,1991.0,,,46.415,8.60759,
Robiei,192.0,1968.0,,,46.4458342,8.5162558,
San Carlo,140.0,1966.0,,,46.4103,8.52587,
"Broglio, Corsgèla in Lavizarra",2.12,2016.0,,,,,
Cavergno,114.0,1955.0,,,46.3450894,8.6057293,
Brissago,119.0,1953.0,,,46.1200438,8.711265699999998,
Brissago,62.0,1973.0,,,46.1200438,8.711265699999998,
Campo Vallemaggia,1.28,2002.0,,,46.2887844,8.495915199999999,
"Cerentino, Collinasca",1.38,2004.0,,,,,
"Someo, Giumaglio",8.94,1967.0,,,,,
Palagnedra,2.85,2018.0,,,46.1540359,8.6321672,
"Tegna, Ponte Brolla",3.1,1904.0,,,,,
Sonvico,5.0,1926.0,,,46.0580636,8.990180800000001,
Sigirino (Monteceneri),0.84,2015.0,,,46.11128720000001,8.9326382,
Maroggia,0.95,1890.0,,,45.9340548,8.971080599999997,
Gabi,11.33,1957.0,,,46.18405,8.07071,
"Gondo, San Marco",46.0,1952.0,,,,,
"Gondo, Tannuwald",5.2,1953.0,,,,,
"Poschiavo, Alpe Palü",9.5,1927.0,,,,,
"Poschiavo, Bernina",0.0,1923.0,,,,,
"Poschiavo, Cavaglia",7.0,1927.0,,,,,
"S. Carlo, Robbia",27.0,1910.0,,,,,
"San Carlo, Pedecosta",0.51,2010.0,,,,,
Campocologno,50.0,1907.0,,,46.23235,10.132019999999999,
Campocologno,1.62,1950.0,,,46.23235,10.132019999999999,
Casaccia,6.6,1961.0,,,46.390997,9.666473,
Casaccia,86.0,1959.0,,,46.390997,9.666473,
Casaccia,9.0,1960.0,,,46.390997,9.666473,
Casaccia,0.0,1967.0,,,46.390997,9.666473,
Casaccia,0.0,1960.0,,,46.390997,9.666473,
Plancanin,0.5,1991.0,,,46.818188,8.227511999999999,
Murtaira,0.0,1963.0,,,46.818188,8.227511999999999,
Bondo,6.9,1962.0,,,46.3353876,9.5541649,
"Promontogno, Gmde. Bregaglia",0.51,2017.0,,,,,
Castasegna,100.0,1959.0,,,46.3333,9.514099900000001,
Silvaplana,1.47,1891.0,,,46.4599864,9.7955009,
Scuol,0.96,2014.0,,,46.7968716,10.2977381,
Scuol,1.9,1903.0,,,46.7968716,10.2977381,
Scuol,300.0,1970.0,,,46.7968716,10.2977381,
Celerina,4.4,1932.0,,,46.51233329999999,9.858951800000002,
"Roseg, Samedan",0.31,1933.0,,,,,
"Pontresina, Morteratsch",1.6,1890.0,,,,,
Samedan,0.36,1992.0,,,46.5339944,9.872933900000001,
Madulain,1.56,1903.0,,,46.5864909,9.938481300000001,
Susch,5.86,2010.0,,,46.7507975,10.0796664,
Lavin,3.07,2014.0,,,46.7679834,10.110704400000001,
Guarda-Giarsun Gmd. Scuol,0.35,1998.0,,,46.769890000000004,10.14391,
Ardez,6.6,2014.0,,,46.774901299999996,10.2017095,
Tarasp,0.92,2010.0,,,46.7758856,10.2584949,
Strada,0.3,1994.0,,,46.863281,10.4365953,
Samnaun-Compatch,0.46,2017.0,,,46.96028,10.40523,
Samnaun-Compatsch,0.96,1970.0,,,46.96028,10.40523,
Zernez,2.8,1969.0,,,46.7004905,10.094908300000002,
Zernez,54.0,1970.0,,,46.7004905,10.094908300000002,
Zernez,0.47,1969.0,,,46.7004905,10.094908300000002,
Martina,84.0,1994.0,,,46.883333,10.466667,
"Nauders, A",2.14,2018.0,,,,,
Prutz,86.9,2018.0,,,47.07661909999999,10.6633174,
Sta.Maria,2.0,1958.0,,,46.6020161,10.424907600000001,
Müstair/Chasseras,1.07,1991.0,,,,,
Dardin Casut,,,,,46.7589562,9.0490239,
Obersaxen St. Joseph,,,,,46.74733699999999,9.0755162,
Vals Staumauer Zervreila,,,,,46.578264000000004,9.1179784,
St. Martin Lunschania,,,,,46.6607894,9.1894629,
Spluegen,,,,,46.5528268,9.323358099999998,
Sils Nisellas,,,,,46.703636100000004,9.4654681,
Preda bei Berguen,,,,,46.5909644,9.7710533,
Davos Frauenkirch,,,,,46.7673762,9.797563400000001,
Davos Glaris,,,,,46.745568,9.779932,
Litzirueti,,,,,46.798626899999995,9.702501,
Lueen Tewald,,,,,46.818188,8.227511999999999,
Chur Sand,,,,,46.8507835,9.5319859,
Churwalden Baergliwaeg,,,,,46.775946600000005,9.5430033,
Kueblis,,,,,46.9144002,9.7784561,
Wangs Gaschiels,,,,,47.029998799999994,9.4484028,
Buchs Waldrand,,,,,47.14991759999999,9.4451186,
Buchs Steig - Aspenhoelzli,,,,,47.15509240000001,9.4627341,
Buchs Altendorf,,,,,47.165540299999996,9.4708594,
Grabs Bannwald,,,,,47.1825657,9.4440433,
Grabs Loechli,,,,,47.17643820000001,9.431930900000001,
Oberriet Blatten,,,,,47.3199075,9.5644269,
Heiden Hinterlochen,,,,,47.46205579999999,9.5527038,
Untereggen Lochmueli,,,,,47.460332,9.4399703,
Nesslau unterer Giessenfall,,,,,47.4252828,9.0243172,
Nesslau Schneit,,,,,47.216667,9.2,
Trempel Ebnat-Kappel,,,,,47.2498614,9.1648302,
Buetschwil,,,,,47.3625195,9.0735291,
Muelau bei Bazenheid Kirchberg,,,,,47.45750169999999,8.744069,
Glattmueli,,,,,47.4314679,9.1769872,
Raessenaueli,,,,,47.280558899999996,9.4223873,
Urnaesch,,,,,47.3170588,9.2826442,
St. Gallen Sittertal,,,,,47.41032149999999,9.3231431,
Schoenenberg,,,,,47.19323120000001,8.644027000000001,
Schoenenberg an der Thur,,,,,47.520833,9.197778,
Buerglen,,,,,46.8761523,8.664463099999999,
Weinfelden untere Widen,,,,,47.5660299,9.1084456,
Frauenfeld Schlossmuehlestr.,,,,,47.55342049999999,8.8972856,
Kollbrunn Gmde. Zell,,,,,47.4569,8.7747,
Sennhof Illnau-Effretikon,,,,,47.46738,8.759549999999999,
Hard Wuelflingen in Winterthur,,,,,47.5091076,8.690416699999998,
Bad Saeckingen,,,,,47.5513909,7.9521570000000015,
Schwoerstadt,,,,,47.5922024,7.8753855999999995,
Schwoerstaddt KW Ryburg-Schw.,,,,,47.56749199999999,7.839517000000002,
Undervelier Blanches-Fontaine,,,,,47.2941146,7.2220181,
Chez Theurillat Haute-Sorne,,,,,47.34999999999999,7.233333,
Soyhieres,,,,,47.39049779999999,7.3690995,
Muenchenstein,,,,,47.522648499999995,7.615066099999999,
Kembs Loechle,,,,,47.652079,7.506494999999999,
Grimsel Chessituren,,,,,46.5614,8.337579999999999,
Grimsel Sommerloch u.Hospiz,,,,,46.5614,8.337579999999999,
Guttannen Blatti,,,,,46.655208200000004,8.2892297,
Innertkirchen Underuerbach,,,,,46.697462,8.234651699999999,
Underi-Furen Innertkirchen,,,,,46.728077899999995,8.3325341,
Meiringen Haselholz,,,,,46.7251614,8.1909081,
Luetschental,,,,,46.6382294,7.9491467999999985,
Lauterbrunnen Stechelberg,,,,,46.5452567,7.9026561000000015,
Interlaken Kanal,,,,,46.686348100000004,7.863204899999999,
Kandersteg Eggeschwand,,,,,46.47908899999999,7.665742399999999,
Kandersteg Zilfuri,,,,,46.4947325,7.674435700000001,
Kandersteg Dorf,,,,,46.4947325,7.674435700000001,
Adelboden Engstligenalp,,,,,46.4308464,7.5800088999999975,
Reichenbach Losplatte,,,,,46.5760797,7.7324135999999974,
Adelboden Moosweid,,,,,46.495786200000005,7.5755696000000015,
Laengmad am Thunersee,,,,,46.7315725,7.669203500000001,
St. Stephan Matten,,,,,46.50065,7.427209999999999,
Boltigen Garstatt,,,,,46.592939,7.3743846999999985,
Thun Kanal (Uttigenstr.),,,,,46.7665527,7.6082304,
Bern Matte,,,,,46.9469347,7.456680099999999,
Château d'Oex Gerignoz,,,,,46.47112,7.16535,
Charmey La Tzintre,,,,,46.609953499999996,7.183172399999999,
Charmey Le Perre,,,,,46.6150944,7.167405499999999,
Fribourg Maigrauge,,,,,46.799859000000005,7.1585600000000005,
Fribourg Oelberg,,,,,46.8064773,7.161971899999998,
Niederried Radelfingen,,,,,47.0117074,7.2505417,
Les Clees,,,,,46.7316468,6.4628128999999985,
Noiraigue Le Furcil,,,,,46.953016,6.730449399999999,
Brot-Dessous Les Moyats,,,,,46.953055400000004,6.7586432,
Boudry Combe-Garot,,,,,46.9626054,6.796701400000001,
Neuchâtel Serrieres,,,,,46.9814848,6.899276299999999,
La Serriere Neuchâtel,,,,,46.9814848,6.899276299999999,
Pery Rondchâtel,,,,,47.1731531,7.2485734,
Pery Frinvillier,,,,,47.1876743,7.3000893,
Biel-Boezingen,,,,,47.1544144,7.2726701,
Boezingen,,,,,47.1544144,7.2726701,
Bruegg,,,,,47.123706799999994,7.281258800000002,
Ruederswil,,,,,46.9834237,7.723239500000001,
Gohlhusbruegg Luetzelflueh,,,,,47.001362,7.692176300000002,
Baetterkinden,,,,,47.130666399999996,7.539792899999999,
Schwarzhaeusern,,,,,47.2519786,7.766630200000002,
Niedergoesgen,,,,,47.37293629999999,7.9922616999999985,
Doettingen,,,,,47.570768,8.258819500000001,
Klingnau Gippingen,,,,,47.5810229,8.2489572,
Goeschenen,,,,,46.6681092,8.589489599999999,
Wassen Pfaffensprung,,,,,46.7136569,8.6089007,
Erstfeld Ripshusen,,,,,46.8421005,8.633662,
Unterschaechen,,,,,46.86332789999999,8.7705289,
Bisisthal Sahli,,,,,46.942972,8.830808,
Steinen Mueliacher,,,,,47.0495934,8.613133999999999,
Engelberg Stalden,,,,,46.806164200000005,8.444647199999999,
Wolfenschiessen Flueglisloo,,,,,46.9081639,8.3959084,
Sachseln Obflue,,,,,46.8671605,8.2393778,
Kerns Stoeckalp,,,,,46.802839,8.2788854,
Kerns Wisserlen,,,,,46.91392020000001,8.296059999999999,
Alpnach Eichibruecke,,,,,46.9380412,8.2701754,
Stansstad Rotzloch,,,,,46.965069,8.3298308,
Emmenbruecke,,,,,47.07723379999999,8.275637,
Perlen Buchrain,,,,,47.09638289999999,8.3477709,
Perlen Root,,,,,47.11068,8.36224,
Unteraegeri,,,,,47.136809299999996,8.5830915,
Neuaegeri Gmde Menzingen,,,,,47.15085999999999,8.563749999999999,
Lorzentobel Nidfuren,,,,,47.17460639999999,8.534381999999999,
Friesencham Cham,,,,,47.196237599999996,8.4489004,
Linthal Ochsenstafel,,,,,46.9218287,8.999643800000001,
Linthal Tierfehd,,,,,46.878482399999996,8.982065400000002,
Linthal Stachelberg,,,,,46.92772660000001,9.001123300000001,
Rueti,,,,,47.256699499999996,8.854421,
Rueti Gmde Glarus Sued,,,,,46.93688710000001,9.016067,
Haetzingen,,,,,46.95,9.033333,
Engi (Glarus Sued),,,,,46.9821094,9.1532227,
Engi Vorderdorf (Glarus Sued),,,,,46.9821094,9.1532227,
Mitloedi,,,,,47.0106005,9.0799644,
Mitloedi (Glarus Sued),,,,,47.0106005,9.0799644,
Mitloedi Gmde. Glarus Sued,,,,,47.0106005,9.0799644,
Ennenda Alpenbrueggli,,,,,47.0508495,9.0690901,
Mels Steigs,,,,,47.0478375,9.422401800000001,
Plons Gmde. Mels,,,,,47.0562,9.39947,
Flums Ruefi,,,,,47.0837671,9.3483662,
Toebeli,,,,,46.5776201,9.3787871,
Mols Tal,,,,,46.818188,8.227511999999999,
Murgtal Merlen,,,,,47.5061724,8.941068999999997,
Murgtal Unter Plaetz,,,,,47.5061724,8.941068999999997,
Murg unterhalb Goedis,,,,,47.5061724,8.941068999999997,
Amden Muslen,,,,,47.1380727,9.1355582,
Ruetiberg / Naefels,,,,,47.0920934,9.0345532,
Naefels,,,,,47.0993576,9.0677737,
Ziegelbruecke,,,,,47.1339,9.0613,
Vorderthal Rempen,,,,,47.139323700000006,8.899421499999997,
Galgenen Vorauen,,,,,47.18267729999999,8.8578858,
Baech,,,,,47.199995,8.716671999999999,
Zuerich,,,,,47.376886600000006,8.541694,
Baden Chappelerhof,,,,,47.4834769,8.2854204,
Untersiggenthal Schiffmueli,,,,,47.4978612,8.2638309,
Ulrichen Altstafel,,,,,46.5312148,8.327779999999999,
Oberwald St. Niklaus,,,,,46.532881,8.345476399999999,
Ulrichen zum Loch,,,,,46.50347,8.3178,
Muenster Moos,,,,,46.486934000000005,8.263605,
Wiler Muenster-Geschinen,,,,,46.5013769,8.2904165,
Heiligkreuz Laengtal,,,,,46.9461658,8.0561115,
Moerel,,,,,46.3567261,8.0466357,
Bitsch Biel,,,,,46.336008299999996,8.01573,
Mund In de Faeldu (Gem.Naters),,,,,46.3135442,7.9481937999999985,
Badhalte Brig-Glis,,,,,46.298632,7.909489799999998,
Saas Almagell Zermeiggern,,,,,46.092438,7.957589999999999,
Saas-Fee Wichulti,,,,,46.1091073,7.9297122,
Mossjesee Zermatt,,,,,46.017979,7.747755000000001,
Zermatt Alterhaupt,,,,,46.022232,7.738173,
Taesch,,,,,46.06796920000001,7.775904499999998,
Eisten VS,,,,,46.19739999999999,7.895079999999997,
Toerbel Gappil,,,,,46.2344525,7.8471566999999975,
Stalden Riedji,,,,,46.24041,7.896339999999999,
Stalden Ackersand,,,,,46.2405271,7.875593199999999,
Vispenterminen Chrizji,,,,,46.2653533,7.8962740999999985,
Vispenterminen Stundhues,,,,,46.818188,8.227511999999999,
Unterbaech,,,,,46.2849335,7.7991646999999995,
Niedergesteln Turtig,,,,,46.3023624,7.7968391000000015,
Wiler (Loetschen),,,,,46.4022173,7.782755599999999,
Oberems Meretschialp,,,,,46.281652,7.695524400000001,
Turtmann Muellacheren,,,,,46.296876399999995,7.680516600000002,
Dalaloch Leuk-Stadt,,,,,46.3176773,7.635166499999999,
Grimentz-Lona Val de Moiry,,,,,46.17997279999999,7.576435900000001,
Ayer Mottec,,,,,46.1524459,7.6226552,
Ayer Vissoie,,,,,46.2152089,7.585594200000001,
Crans-Montana R. Bourgeoisie,,,,,46.3163243,7.520893199999999,
St-Leonard Mangol,,,,,46.25347,7.418330000000001,
St. Leonard,,,,,46.25347,7.418330000000001,
Heremence Sauterot,,,,,46.174191,7.4101482999999995,
Heremence,,,,,46.172473100000005,7.421453899999999,
Siviez Cleuson,,,,,46.1070335,7.323273700000001,
Saviese,,,,,46.251175200000006,7.349158099999999,
Vetroz Peteille,,,,,46.2257544,7.2819705999999975,
Ferpecle,,,,,46.059900000000006,7.546950000000002,
Iserables,,,,,46.16251219999999,7.2444663,
Les Pontets Riddes,,,,,46.173143700000004,7.2225148999999975,
Riddes Pied du Mont,,,,,46.17028870000001,7.226522999999999,
Fionnay Mauvoisin,,,,,46.03286,7.307699999999999,
Riddes Ecône,,,,,46.15612489999999,7.207144099999999,
Fully Les Garettes,,,,,46.208649799999996,7.3767809999999985,
Lac-Devant Sorniot,,,,,46.169349,7.094923,
Le Châble Bagnes,,,,,46.08014,7.2104800000000004,
Bagnes Profray,,,,,46.081565399999995,7.2024992,
Volleges,,,,,46.0871799,7.170474700000001,
Bourg-St-Pierre La Delise,,,,,45.9449714,7.2162915,
Le Niollet Champex,,,,,46.0278595,7.116504399999998,
Orsieres,,,,,46.0282108,7.147099499999999,
Sembrancher Les Moulins,,,,,46.076873,7.154902499999999,
Salvan Alpage de Barberine,,,,,46.0579552,6.938824799999999,
Vernayaz Mieville,,,,,46.1484661,7.0292761,
Gietroz du Fond,,,,,45.9991992,7.3837614999999985,
Evionnaz La Rasse,,,,,46.182888,7.0137136,
Etrivouez Grand Paradis,,,,,46.161696500000005,6.8596758,
La Frassenaye Val d'Jlliez,,,,,46.18475859999999,6.896675,
Monthey Les Nants,,,,,46.252016999999995,7.1104983,
Vionnaz Beffeux,,,,,46.3090098,6.893836200000001,
Les Diablerets Le Plan,,,,,46.351389000000005,7.158055999999998,
Ormont-Dessous Le Pont,,,,,46.347568100000004,7.043092799999998,
Ormont - Dessous Le Pont,,,,,46.347568100000004,7.043092799999998,
Aigle En la Douve,,,,,46.3150334,6.9762993,
Fontanney Les Farettes,,,,,46.818188,8.227511999999999,
Les Farettes Aigle,,,,,46.3170855,6.984503399999999,
Vouvry Haut du Village,,,,,46.3363829,6.891011199999999,
Saint-Gingolph Vignolles,,,,,46.388141600000004,6.811458900000001,
Veytaux Chillon,,,,,46.4142131,6.927492399999998,
Montreux Sonzier,,,,,46.438925,6.921644000000001,
Les Planches Taulan,,,,,46.434211,6.9155940000000005,
Geneve,,,,,46.2043907,6.143157700000001,
Veyrier Vessy,,,,,46.1660489,6.178396999999999,
Avully Chancy,,,,,46.1696093,6.0013781999999996,
Les Brenets La Rançonniere,,,,,47.0596349,6.705921000000001,
Bedretto Ossasco,,,,,46.51116520000001,8.5341506,
Airolo Launc,,,,,46.5286074,8.612374599999999,
Prato Leventina P. di Masc.,,,,,46.482904600000005,8.7567273,
Lavorgo Nivo di Chironico,,,,,46.4347727,8.842120199999998,
Mesocco Spina,,,,,46.4292721,9.2164769,
Mesocco Camou,,,,,46.421385799999996,9.2331001,
Lostallo Rura,,,,,46.312329999999996,9.195681800000001,
Grono Oltra,,,,,46.2477371,9.1461813,
Broglio Corsgela in Lavizarra,,,,,46.38185559999999,8.666862799999999,
Cerentino Collinasca,,,,,46.304302,8.551171799999999,
Someo Giumaglio,,,,,46.273889000000004,8.681944,
Tegna Ponte Brolla,,,,,46.186706,8.7443382,
Gondo San Marco,,,,,46.1957797,8.1405466,
Gondo Tannuwald,,,,,46.151241299999995,8.1065889,
Poschiavo Alpe Palue,,,,,46.372778000000004,10.025833,
Poschiavo Bernina,,,,,46.323930100000005,10.057346699999998,
Poschiavo Cavaglia,,,,,46.3662781,10.0423391,
S. Carlo Robbia,,,,,46.34802639999999,10.061230499999999,
San Carlo Pedecosta,,,,,46.3599,10.0751201,
Promontogno Gmde. Bregaglia,,,,,46.3353876,9.5541649,
Roseg Samedan,,,,,46.43882670000001,9.871208900000001,
Pontresina Morteratsch,,,,,46.4515691,9.941493199999998,
